3.8005e-005	3.15873e-005	0.000106601	1	
0.000180578	9.83064e-006	0.0353863	0.999374	
0.000148071	0.000165691	0.0732592	0.997313	
0.00230132	0.000304253	0.115732	0.993278	
9.83667e-006	4.07106e-005	0.159459	0.987204	
0.000812791	0.000656706	0.204089	0.978952	
0.000544742	0.000768439	0.252266	0.967658	
0.000707294	0.000504846	0.30361	0.952796	
0.000161126	0.000322209	0.356147	0.93443	
0.00115431	0.00081056	0.410422	0.911895	
0.00128618	0.00316103	0.466499	0.884515	
0.00126045	0.000473126	0.521558	0.853215	
0.0011206	0.00179579	0.576826	0.816864	
0.00037267	0.000860649	0.630625	0.776088	
0.0016801	0.00284599	0.684593	0.728918	
0.00053807	0.000394239	0.730491	0.682922	
0.00150191	0.00140577	0.776325	0.630329	
0.000390398	0.00079236	0.818468	0.574551	
0.000651749	0.00014349	0.855223	0.518259	
0.00037367	0.00140452	0.884452	0.46663	
0.00134735	0.00050261	0.912415	0.409263	
0.000801572	0.000349966	0.934327	0.356415	
0.00467124	0.00107874	0.951958	0.306191	
0.000266485	0.000736379	0.966937	0.255015	
0.00116346	0.00534462	0.978575	0.205819	
0.00312911	0.00251575	0.987505	0.157536	
0.000869879	0.00130554	0.993457	0.114192	
0.000551689	0.00322068	0.997596	0.0692239	
0.00155605	0.00102957	0.999448	0.0331641	
0.0031081	0.000642557	0.99998	0.00547683	
0.00368936	0.0345135	0.00130376	0.999397	
0.00290865	0.0368884	0.0384502	0.998575	
0.00301616	0.0406582	0.0775553	0.996154	
0.00454974	0.0430492	0.121953	0.991591	
0.00239447	0.0444822	0.167802	0.984814	
0.00267557	0.0380721	0.211953	0.976534	
0.00340465	0.0397351	0.259465	0.964929	
0.00538384	0.0502053	0.316399	0.947281	
0.00157264	0.0439225	0.369536	0.928176	
0.00241399	0.0494329	0.43159	0.900711	
0.00526189	0.0477161	0.488007	0.871519	
0.00153868	0.0468586	0.539958	0.840385	
0.000764606	0.0494408	0.598429	0.799649	
0.009235	0.047983	0.650401	0.758018	
0.0111161	0.0456378	0.710125	0.702507	
0.00289184	0.0486687	0.751568	0.657851	
0.000306996	0.0506753	0.799914	0.597971	
0.0113998	0.0470363	0.837799	0.543829	
0.00792335	0.0440546	0.87117	0.488937	
0.00496193	0.0460606	0.902201	0.428821	
0.00135688	0.0417302	0.9263	0.374468	
0.00384778	0.0507744	0.947057	0.317001	
0.0024888	0.0442706	0.963522	0.263932	
0.00372057	0.0353732	0.97736	0.208571	
0.0010145	0.0472132	0.9853	0.164179	
0.00256141	0.0353048	0.991243	0.127219	
0.00688193	0.0400419	0.996027	0.079243	
0.00963048	0.0304338	0.998635	0.0413395	
0.00569205	0.0279241	0.999592	0.00170795	
0.000418932	0.074242	0.00566493	0.997224	
0.000563528	0.0754036	0.0394872	0.996371	
0.00129003	0.0785142	0.0811245	0.993606	
0.00243822	0.0871781	0.124016	0.98844	
0.00209188	0.0796366	0.168444	0.982487	
0.00132895	0.0915064	0.222846	0.970549	
0.00342012	0.0846472	0.276068	0.957397	
0.0083632	0.0955153	0.336065	0.936946	
0.00115354	0.105414	0.378125	0.919732	
0.00419883	0.10455	0.447785	0.887998	
0.00367813	0.0997371	0.505618	0.856965	
0.00100425	0.108895	0.569731	0.814584	
0.00192525	0.104718	0.620772	0.776964	
0.000245592	0.103253	0.675458	0.730133	
0.00947692	0.108303	0.728235	0.67665	
0.00407187	0.101484	0.774309	0.624604	
0.0018881	0.0907818	0.818115	0.567841	
0.00207745	0.0972874	0.858338	0.503772	
0.000360499	0.0976392	0.890598	0.444186	
0.00673693	0.0856372	0.91738	0.388631	
0.0027944	0.0966928	0.936687	0.336541	
0.00548064	0.0864277	0.956243	0.279462	
0.00737489	0.0948481	0.971836	0.215602	
0.0098406	0.0808509	0.983276	0.162896	
0.00414773	0.0810184	0.990405	0.111877	
0.00304893	0.0754848	0.993561	0.0844348	
0.00432409	0.0698204	0.996819	0.0381883	
0.0056967	0.0633563	0.997957	0.00595403	
0.00287421	0.116846	0.0074082	0.993118	
0.00529908	0.120887	0.038863	0.991891	
2.52249e-005	0.121353	0.0862387	0.988856	
0.000221237	0.12702	0.12223	0.98434	
0.00949276	0.129436	0.173336	0.976274	
0.00943513	0.130762	0.235765	0.962926	
0.00478475	0.141666	0.289245	0.946702	
0.0036716	0.136799	0.333984	0.932592	
0.00105547	0.157159	0.393152	0.905942	
0.00829251	0.15456	0.462423	0.873045	
0.00702215	0.15304	0.521236	0.839549	
0.000945792	0.16237	0.587282	0.792928	
9.56973e-005	0.162141	0.639799	0.751244	
0.00161636	0.165612	0.69571	0.698969	
0.00775058	0.156674	0.743827	0.649704	
0.00223069	0.160975	0.797285	0.581738	
0.00345869	0.162205	0.840511	0.516933	
0.00728065	0.149592	0.874534	0.461258	
0.0112492	0.14325	0.905734	0.398745	
0.00274434	0.150991	0.923358	0.352993	
0.00802859	0.156066	0.947696	0.278302	
0.00416391	0.131733	0.963154	0.234442	
0.00641056	0.14061	0.975207	0.170762	
0.00334851	0.118101	0.983168	0.139362	
0.0012676	0.117578	0.990136	0.0761848	
0.0011767	0.115926	0.992289	0.0438367	
0.00390307	0.130809	0.991396	0.0025996	
0.00555868	0.159594	0.00242233	0.987164	
0.00586532	0.165169	0.0332598	0.985687	
0.000821361	0.171494	0.0879844	0.981248	
0.000215868	0.184368	0.119568	0.975557	
0.00817242	0.186828	0.18111	0.965519	
0.0133928	0.186223	0.244708	0.951451	
0.00564972	0.199547	0.302379	0.93205	
0.00160751	0.219513	0.351446	0.910108	
0.0121019	0.209495	0.408971	0.888092	
0.00468723	0.217216	0.47584	0.852274	
0.00743851	0.209271	0.534812	0.818613	
0.00791962	0.213984	0.599036	0.771559	
0.0050743	0.225324	0.665293	0.71175	
0.00395935	0.223521	0.718805	0.658287	
0.00869562	0.202309	0.765275	0.611024	
0.00380069	0.21111	0.817148	0.536366	
0.0124756	0.206253	0.846987	0.489814	
0.00834398	0.21067	0.887779	0.409142	
0.00807765	0.195358	0.919055	0.342211	
0.00513575	0.197729	0.933622	0.29871	
0.00198232	0.19954	0.949816	0.240892	
0.0105054	0.188897	0.964335	0.185108	
0.0012445	0.175331	0.974878	0.137366	
0.0149714	0.17423	0.980905	0.0851236	
0.0124506	0.14771	0.988386	0.0334781	
0.0043533	0.157433	0.98746	0.0108594	
0.00930822	0.211653	0.000687511	0.9773	
0.00619361	0.205446	0.0447676	0.977624	
0.00636446	0.210751	0.0889719	0.973462	
0.0082667	0.228382	0.138373	0.963652	
0.00201247	0.233534	0.187162	0.954164	
