0.000102408	9.68864e-005	0.000269867	0.000234156	1	
0.00086472	0.00048915	0.000856516	0.066166	0.997808	
0.00040175	0.00175677	0.000452356	0.141268	0.98997	
0.000360318	2.12905e-005	0.000729645	0.225732	0.974189	
0.00278528	0.00171055	0.000153698	0.314546	0.949237	
0.000529537	0.000992882	0.0003403	0.412401	0.911002	
7.34021e-005	0.000646124	0.00173064	0.511309	0.859395	
0.0011069	0.000955165	0.00531508	0.611254	0.791415	
0.000531805	0.000189319	7.79852e-005	0.706665	0.707548	
0.000478324	0.00050214	0.000895156	0.792436	0.609954	
0.000597997	0.00203604	0.000896385	0.858811	0.512288	
0.00163255	0.00283644	0.00422159	0.910768	0.412883	
0.00298961	0.00184166	0.000733096	0.950297	0.311324	
0.000136457	9.86272e-005	0.000584488	0.973834	0.227261	
0.000117663	0.000467261	4.20175e-005	0.990703	0.13604	
0.00219516	0.00254256	0.00292891	0.997704	0.0675837	
0.0016265	0.0020398	0.00307504	0.999948	0.00932594	
9.52776e-005	0.00149242	0.0614446	0.00153556	0.998108	
0.00178766	0.00264834	0.0725126	0.0762207	0.994446	
0.00495858	0.00115283	0.0751969	0.14822	0.986078	
0.000380084	0.00179273	0.0807519	0.246854	0.96568	
0.00267065	0.00106745	0.0835887	0.345969	0.934511	
0.0057788	0.00421032	0.085117	0.452058	0.887889	
0.001202	0.00124685	0.0875358	0.548358	0.831648	
0.000147587	0.00095073	0.0944206	0.656599	0.748305	
0.000113533	4.48784e-005	0.0847785	0.748054	0.6582	
0.00225839	0.00123078	0.0915722	0.825588	0.556788	
0.000694963	0.00361269	0.0921664	0.885081	0.456205	
0.00442001	0.0042572	0.0927034	0.9328	0.348213	
0.00213863	0.00344358	0.0842752	0.965979	0.24447	
0.00385263	0.00137162	0.0666533	0.985123	0.158343	
0.00638961	0.00420376	0.0729018	0.995009	0.0677024	
0.00684528	0.00393622	0.0621658	0.997955	0.0125932	
0.000831963	0.000865189	0.145533	0.00803973	0.98932	
0.00150565	0.00317673	0.146547	0.077458	0.98616	
0.000480212	0.000907832	0.163192	0.156842	0.974047	
0.00184708	0.0055975	0.170512	0.268494	0.948052	
0.00384284	0.00279929	0.179591	0.356192	0.91698	
0.0058055	0.00138824	0.189729	0.470558	0.861709	
0.000710286	0.00063092	0.202303	0.577476	0.790945	
0.00106735	0.00045011	0.211639	0.684279	0.697833	
0.00540531	0.0110817	0.193206	0.791979	0.579041	
0.00189055	0.00143763	0.195652	0.862175	0.4673	
0.013068	0.00293138	0.186328	0.91264	0.36358	
0.000718162	0.000621427	0.176013	0.950941	0.254421	
0.0108679	0.000272656	0.154162	0.974989	0.159726	
0.00772528	0.0056182	0.13295	0.988617	0.069788	
0.00200037	0.0124643	0.135837	0.990588	0.011141	
0.0049601	0.00387736	0.221234	0.000665386	0.9752	
0.00344625	0.00752607	0.231982	0.0869142	0.968794	
0.0023922	0.00261484	0.264113	0.171922	0.949039	
0.00162984	0.00108381	0.276028	0.280336	0.919356	
0.00871518	0.00394551	0.297847	0.39779	0.867732	
0.000112823	0.000504153	0.310728	0.505564	0.804893	
0.0147784	0.00865658	0.321164	0.621993	0.713922	
0.000497311	0.000777709	0.311757	0.735237	0.601858	
0.000877842	0.000509759	0.292408	0.806653	0.513622	
0.00273168	0.0037975	0.284342	0.880019	0.380388	
