0.000817004	0.000323726	1	
0.00111711	0.0823042	0.996607	
0.000773038	0.179692	0.983723	
0.00325783	0.284574	0.958648	
0.000233771	0.407441	0.913231	
0.00130048	0.531696	0.846934	
0.00107925	0.652235	0.758016	
0.00176576	0.758725	0.651408	
0.00166635	0.848557	0.529101	
0.00159806	0.91384	0.40607	
0.0017079	0.958239	0.285963	
0.000486349	0.983812	0.179204	
0.00275351	0.996596	0.0823885	
0.000126332	0.999995	0.00308412	
0.0829792	0.000793992	0.996551	
0.0904104	0.0904457	0.991789	
0.0972625	0.194832	0.976002	
0.105304	0.311634	0.944349	
0.111046	0.443198	0.889519	
0.11375	0.575924	0.809551	
0.114657	0.701464	0.703422	
0.117817	0.807601	0.57784	
0.107938	0.890554	0.441885	
0.105624	0.943531	0.313995	
0.0955095	0.975547	0.197956	
0.0938641	0.991322	0.0920335	
0.0837729	0.996484	0.00113955	
0.178548	0.000507904	0.983931	
0.197151	0.09614	0.975648	
0.211655	0.212233	0.954023	
0.228731	0.340293	0.912076	
0.241747	0.4789	0.843927	
0.247701	0.61873	0.745532	
0.247289	0.742267	0.622807	
0.243405	0.842472	0.48062	
0.227937	0.912154	0.340617	
0.213897	0.95355	0.212111	
0.193583	0.976291	0.0968571	
0.173229	0.984879	0.00205705	
0.289043	0.000813159	0.957316	
0.313452	0.106748	0.943585	
0.341939	0.229417	0.911288	
0.367304	0.36783	0.854277	
0.386016	0.513039	0.76667	
0.391487	0.650951	0.650385	
0.384025	0.768399	0.511946	
0.367766	0.854168	0.36762	
0.339621	0.912281	0.228913	
0.316548	0.94267	0.10569	
0.287688	0.9577	0.00688198	
0.406008	0.00157231	0.913868	
0.444514	0.11302	0.888613	
0.480032	0.240256	0.84371	
0.51545	0.383689	0.766221	
0.529721	0.530114	0.662099	
0.529827	0.663482	0.528276	
0.512031	0.767427	0.385849	
0.485295	0.841487	0.237463	
0.444774	0.888767	0.11077	
0.404098	0.914714	0.00167802	
0.532494	0.000775448	0.846433	
0.575826	0.114644	0.809494	
0.618426	0.24867	0.745461	
0.65087	0.392181	0.650047	
0.659396	0.529926	0.533268	
0.649793	0.651603	0.391384	
0.621178	0.742988	0.249213	
0.57828	0.807226	0.118225	
0.531606	0.846991	0.00099008	
0.651885	0.000749356	0.758317	
0.70542	0.113928	0.699573	
0.743726	0.250991	0.619577	
0.768484	0.380539	0.514415	
0.767181	0.512331	0.385942	
0.743972	0.619687	0.249989	
0.702452	0.702288	0.115554	
0.651239	0.758868	0.0026092	
0.756611	0.00152571	0.653864	
0.808885	0.113924	0.576824	
0.841944	0.243052	0.481722	
0.854976	0.368245	0.365256	
0.841736	0.483191	0.240847	
0.806598	0.579902	0.114514	
0.761527	0.648133	0.00106995	
0.849203	0.00168295	0.528064	
0.888277	0.109547	0.446053	
0.912405	0.223846	0.342653	
0.911514	0.343872	0.225598	
0.890002	0.442148	0.111364	
0.848341	0.529449	0.00128417	
0.914322	0.000184016	0.404988	
0.94312	0.102206	0.316352	
0.954344	0.210347	0.21209	
0.943431	0.314526	0.104934	
0.914464	0.404666	0.000506916	
0.958875	1.63486e-005	0.283827	
0.975858	0.0966508	0.195857	
0.976556	0.192489	0.0963686	
0.958034	0.286655	0.000450522	
0.983804	0.00142	0.17924	
0.991738	0.0890837	0.0923039	
0.984358	0.176181	0.000138535	
0.996782	0.00336463	0.080095	
0.99649	0.0836477	0.00327979	
0.999963	0.00160795	0.00849931	
