0.000102408	9.68864e-005	0.000269867	0.000234156	1	
5.08678e-006	0.000609543	3.86598e-005	0.24278	0.970081	
0.00114669	3.62063e-005	0.0026508	0.556807	0.830637	
0.000663421	0.000424347	0.000415267	0.831863	0.55498	
0.000170065	0.000198193	0.00078726	0.969731	0.244174	
0.0016265	0.0020398	0.00307504	0.999948	0.00932594	
0.00139857	0.000990036	0.243354	0.0106354	0.969878	
0.00107146	0.000985579	0.307565	0.307892	0.900336	
0.0106209	0.00449664	0.33964	0.674738	0.655164	
0.002602	0.00509151	0.30046	0.909232	0.288075	
0.00907339	0.0157708	0.252506	0.967397	0.0073214	
0.00192673	0.000425597	0.544882	0.00770112	0.838475	
0.00844426	0.00450485	0.677119	0.322243	0.661497	
0.00327138	0.0153346	0.682187	0.650943	0.332637	
0.000641911	0.0011075	0.529256	0.848443	0.00558715	
0.00270753	0.0101468	0.846235	0.0229852	0.532211	
0.0012053	0.0260074	0.895867	0.311019	0.316248	
0.00105303	0.00326807	0.835293	0.549772	0.00489471	
0.000608939	0.00344232	0.972757	0.0108263	0.231549	
0.00290571	0.00179986	0.96857	0.248719	0.000565974	
0.00934122	0.00976812	0.999714	0.0194796	0.00305974	
0.0291427	0.237939	0.0142456	2.38303e-005	0.970738	
0.0124355	0.312092	0.00320385	0.308139	0.898601	
0.00824728	0.35366	0.0133969	0.659399	0.663227	
0.0132703	0.284626	0.00977857	0.899806	0.330252	
0.00308376	0.231044	0.039036	0.97201	0.0167898	
0.0258669	0.264777	0.315493	0.000980636	0.910872	
0.0355591	0.344918	0.390505	0.380286	0.763319	
0.0225035	0.343103	0.396676	0.762511	0.378152	
0.0102998	0.342859	0.307748	0.887445	0.00859872	
0.026106	0.298447	0.681624	0.0100811	0.667484	
0.00652581	0.370323	0.770677	0.341606	0.390103	
0.0344547	0.363902	0.681679	0.631547	0.0533894	
0.0215029	0.251081	0.928191	0.0162764	0.273299	
1.179e-005	0.313288	0.905985	0.283898	0.0210765	
0.0611569	0.240875	0.968319	0.0138507	0.0201476	
0.0010177	0.592805	0.00366378	0.0196285	0.805097	
0.0195879	0.667243	0.0227491	0.337083	0.663521	
0.00384009	0.633624	0.034848	0.667084	0.390244	
0.0173218	0.612258	0.0129761	0.790152	0.0182	
0.0434853	0.693546	0.307551	0.0205955	0.649686	
