0.000837984	1	
0.0102455	0.999948	
0.0208073	0.999784	
0.0311889	0.999514	
0.0420023	0.999118	
0.0531695	0.998586	
0.0643309	0.997929	
0.075886	0.997117	
0.0877617	0.996142	
0.0993704	0.995051	
0.1119	0.99372	
0.12415	0.992264	
0.13654	0.990635	
0.149812	0.988715	
0.162634	0.986687	
0.176166	0.984361	
0.189335	0.981913	
0.202905	0.979199	
0.216924	0.976189	
0.23114	0.972921	
0.245449	0.96941	
0.259863	0.965646	
0.274597	0.96156	
0.289515	0.957174	
0.304709	0.952446	
0.320107	0.947382	
0.335387	0.942081	
0.351216	0.936295	
0.367227	0.930132	
0.38286	0.923807	
0.398302	0.917255	
0.414798	0.909914	
0.431179	0.902267	
0.446739	0.894665	
0.463765	0.885959	
0.479801	0.877378	
0.495876	0.868394	
0.512639	0.858605	
0.528723	0.848795	
0.544912	0.838494	
0.561297	0.827615	
0.577352	0.816496	
0.593227	0.805036	
0.609039	0.793141	
0.624762	0.780816	
0.639918	0.768444	
0.655515	0.755183	
0.670455	0.741951	
0.685457	0.728114	
0.699771	0.714368	
0.714168	0.699975	
0.728224	0.68534	
0.741754	0.670673	
0.755399	0.655266	
0.768539	0.639804	
0.781092	0.624417	
0.793254	0.608892	
0.805013	0.593258	
0.816544	0.577284	
0.827508	0.561455	
0.838323	0.545175	
0.84883	0.528667	
0.858914	0.512121	
0.868414	0.495841	
0.877285	0.479971	
0.885982	0.463721	
0.894332	0.447405	
0.902435	0.430827	
0.90992	0.414785	
0.917066	0.398737	
0.923671	0.383188	
0.930449	0.366423	
0.936253	0.351328	
0.942082	0.335384	
0.947428	0.319971	
0.952446	0.304709	
0.957204	0.289416	
0.961497	0.274817	
0.965577	0.260119	
0.969424	0.245394	
0.97284	0.231481	
0.976253	0.216636	
0.979145	0.203165	
0.981887	0.18947	
0.984353	0.176211	
0.98664	0.162919	
0.988746	0.149607	
0.990589	0.136874	
0.992287	0.123965	
0.993747	0.11166	
0.995049	0.0993903	
0.996155	0.0876139	
0.997151	0.0754376	
0.997917	0.0645186	
0.998582	0.0532438	
0.999107	0.0422634	
0.999515	0.0311567	
0.999784	0.0208074	
0.999949	0.0101479	
1	0.000194064	
